1	0.00000000	0.00000000
2	0.10000000	0.00000000
3	0.10000000	1.00000000
4	0.10000000	2.00000000
5	0.10000000	3.00000000
6	0.10000000	4.00000000
7	0.10000000	5.00000000
8	0.10000000	6.00000000
9	0.10000000	7.00000000
10	0.10000000	8.00000000
11	0.10000000	9.00000000
12	0.10000000	10.00000000
13	0.10000000	11.00000000
14	0.10000000	12.00000000
15	0.10000000	13.00000000
16	0.10000000	14.00000000
17	0.10000000	15.00000000
18	0.10000000	16.00000000
19	0.10000000	17.00000000
20	0.10000000	18.00000000
21	0.10000000	19.00000000
22	0.10000000	20.00000000
23	0.10000000	21.00000000
24	0.10000000	22.00000000
25	0.10000000	23.00000000
26	0.10000000	24.00000000
27	0.10000000	25.00000000
28	0.10000000	26.00000000
29	0.10000000	27.00000000
30	0.10000000	28.00000000
31	0.10000000	29.00000000
32	0.10000000	30.00000000
33	0.10000000	31.00000000
34	0.10000000	32.00000000
35	0.10000000	33.00000000
36	0.10000000	34.00000000
37	0.10000000	35.00000000
38	0.10000000	36.00000000
39	0.10000000	37.00000000
40	0.10000000	38.00000000
41	0.10000000	39.00000000
42	0.10000000	40.00000000
43	0.10000000	41.00000000
44	0.10000000	42.00000000
45	0.10000000	43.00000000
46	0.10000000	44.00000000
47	0.10000000	45.00000000
48	0.10000000	46.00000000
49	0.10000000	47.00000000
50	0.10000000	48.00000000
51	0.10000000	49.00000000
52	0.10000000	50.00000000
53	0.10000000	51.00000000
54	0.10000000	52.00000000
55	0.10000000	53.00000000
56	0.10000000	54.00000000
57	0.10000000	55.00000000
58	0.10000000	56.00000000
59	0.10000000	57.00000000
60	0.10000000	58.00000000
61	0.10000000	59.00000000
62	0.10000000	60.00000000
63	0.10000000	61.00000000
64	0.10000000	62.00000000
65	0.10000000	63.00000000
66	0.10000000	64.00000000
67	0.10000000	65.00000000
68	0.10000000	66.00000000
69	0.10000000	67.00000000
70	0.10000000	68.00000000
71	0.10000000	69.00000000
72	0.10000000	70.00000000
73	0.10000000	71.00000000
74	0.10000000	72.00000000
75	0.10000000	73.00000000
76	0.10000000	74.00000000
77	0.10000000	75.00000000
78	0.10000000	76.00000000
79	0.10000000	77.00000000
80	0.10000000	78.00000000
81	0.10000000	79.00000000
82	0.10000000	80.00000000
83	0.10000000	81.00000000
84	0.10000000	82.00000000
85	0.10000000	83.00000000
86	0.10000000	84.00000000
87	0.10000000	85.00000000
88	0.10000000	86.00000000
89	0.10000000	87.00000000
90	0.10000000	88.00000000
91	0.10000000	89.00000000
92	0.10000000	90.00000000
93	0.10000000	91.00000000
94	0.10000000	92.00000000
95	0.10000000	93.00000000
96	0.10000000	94.00000000
97	0.10000000	95.00000000
98	0.10000000	96.00000000
99	0.10000000	97.00000000
100	0.10000000	98.00000000
101	0.10000000	99.00000000
102	0.10000000	100.00000000
103	0.10000000	101.00000000
104	0.10000000	102.00000000
105	0.10000000	103.00000000
106	0.10000000	104.00000000
107	0.10000000	105.00000000
108	0.10000000	106.00000000
109	0.10000000	107.00000000
110	0.10000000	108.00000000
111	0.10000000	109.00000000
112	0.10000000	110.00000000
113	0.10000000	111.00000000
114	0.10000000	112.00000000
115	0.10000000	113.00000000
116	0.10000000	114.00000000
117	0.10000000	115.00000000
118	0.10000000	116.00000000
119	0.10000000	117.00000000
120	0.10000000	118.00000000
121	0.10000000	119.00000000
122	0.10000000	120.00000000
123	0.10000000	121.00000000
124	0.10000000	122.00000000
125	0.10000000	123.00000000
126	0.10000000	124.00000000
127	0.10000000	125.00000000
128	0.10000000	126.00000000
129	0.10000000	127.00000000
130	0.10000000	128.00000000
131	0.10000000	129.00000000
132	0.10000000	130.00000000
133	0.10000000	131.00000000
134	0.10000000	132.00000000
135	0.10000000	133.00000000
136	0.10000000	134.00000000
137	0.10000000	135.00000000
138	0.10000000	136.00000000
139	0.10000000	137.00000000
140	0.10000000	138.00000000
141	0.10000000	139.00000000
142	0.10000000	140.00000000
143	0.10000000	141.00000000
144	0.10000000	142.00000000
145	0.10000000	143.00000000
146	0.10000000	144.00000000
147	0.10000000	145.00000000
148	0.10000000	146.00000000
149	0.10000000	147.00000000
150	0.10000000	148.00000000
151	0.10000000	149.00000000
152	0.10000000	150.00000000
153	0.10000000	151.00000000
154	0.10000000	152.00000000
155	0.10000000	153.00000000
156	0.10000000	154.00000000
157	0.10000000	155.00000000
158	0.10000000	156.00000000
159	0.10000000	157.00000000
160	0.10000000	158.00000000
161	0.10000000	159.00000000
162	0.10000000	160.00000000
163	0.10000000	161.00000000
164	0.10000000	162.00000000
165	0.10000000	163.00000000
166	0.10000000	164.00000000
167	0.10000000	165.00000000
168	0.10000000	166.00000000
169	0.10000000	167.00000000
170	0.10000000	168.00000000
171	0.10000000	169.00000000
172	0.10000000	170.00000000
173	0.10000000	171.00000000
174	0.10000000	172.00000000
175	0.10000000	173.00000000
176	0.10000000	174.00000000
177	0.10000000	175.00000000
178	0.10000000	176.00000000
179	0.10000000	177.00000000
180	0.10000000	178.00000000
